id,replicate,species,oral.gape.position,eye.size,mouth.length,eye.position,pec.fin.position,pec.fin.AR,caudal.fin.AR,caudal.ped.throttling,fin.SA.ratio,fl_tl
Scytalina,1,n,0.598191222,0.014138295,0.042650205,0.731230318,0.37739289,2.918466733,6.28E-10,1,0.000462536,1
Sebastes,1,n,0.572589669,0.081932095,0.144866431,0.771733633,0.420725379,2.311944451,1.574534575,2.661665386,1.207049729,1.009871024
Sebastolobus,1,n,0.480790708,0.116675405,0.185929427,0.72468372,0.479432404,2.461157135,1.230131864,2.585274012,1.26877181,1
Serrivomer,1,n,1.075036083,0.006591973,0.078655647,0.797466898,0.553823191,5.311932132,6.03E-07,31,0.000185868,1
Somniosus,1,n,0.135368905,0.014279882,0.052950001,0.537129588,0.359421273,3.033022775,1.512850315,4.833409722,0.485492378,1.072730405
Sphyraena,1,n,0.648148148,0.049823285,0.115192611,0.694444444,0.418487935,3.424674022,1.899171977,3.291919415,0.297645872,1.083547831
Spirinchus,1,n,0.753154083,0.046978682,0.110219427,0.64006447,0.185076728,3.249504859,1.490915774,2.747047594,1.294691498,1.0561756
Squalus,1,n,0.186080802,0.027462359,0.033379127,0.51939251,0.121383708,3.444589758,2.261552142,6.690293224,0.889847002,1.074001921
Stenobrachius,1,n,0.369418093,0.079544641,0.16467502,0.635418822,0.352783499,3.39151207,1.174411533,2.072247007,0.115263002,1.077413318
Symbolophorus,1,n,0.529165919,0.079924192,0.175447058,0.614365471,0.534661992,5.822246227,1.504377861,2.405772059,0.460925533,1.047256579
Synchirus,1,n,0.4,0.062306906,0.07241537,0.773362222,0.550239234,1.922650017,1.136634788,3.868900666,2.650661012,1
Syngnathus,1,n,0.727190092,0.013403153,0.008481193,0.727190092,0.566351931,0.750509973,0.805666963,2.566667754,0.969050715,1
Tactostoma,1,n,0.757309344,0.017938027,0.097309809,0.759938953,0.0846419,2.786214382,2.855909075,5.06049243,1.603851924,1.013709929
Tarletonbeania,1,n,0.387593895,0.072417289,0.171657707,0.643417493,0.350179479,3.635125658,0.952047454,2.381315175,0.38075806,1.045410268
Tetragonurus,1,n,0.421358792,0.037098183,0.061802895,0.685443596,0.390170455,3.121433469,0.772828868,2.41177757,0.407587216,1.054885274
Thaleichthys,1,n,0.704721131,0.043261625,0.099421987,0.720434616,0.194280417,2.376917212,1.409290847,2.811057209,0.783332067,1.061915423
Theragra,1,n,0.601613281,0.063995473,0.112726623,0.648449219,0.522011032,3.17619704,1.433467525,3.184845396,0.711445288,1
Thunnus,1,n,0.643912656,0.060094227,0.120870552,0.657663182,0.613460676,6.112953628,6.827913908,10.00227148,1.316060475,1.052365411
Trachipterus,1,n,0.659586974,0.047267532,0.047616175,0.686161088,0.333330623,1.733263872,0.806092043,4.678555556,2.231188907,1.026330821
Trachurus,1,n,0.653142781,0.068027167,0.118035858,0.638414108,0.426171039,5.280457896,2.165378172,5.297085938,1.295183816,1.086843747
Trichodon,1,n,1.005555556,0.062984589,0.114781889,0.844444444,0.551246939,1.285176641,1.695610257,3.544035088,2.264325967,1.039519556
Triglops,1,n,0.377980565,0.076984741,0.108824539,0.755832607,0.474249012,2.157038928,1.161354332,3.614528047,2.985518704,1
Xeneretmus,1,n,0.315242394,0.06287803,0.051348105,0.697453716,0.518754405,2.383881567,1.106202541,4.924859785,2.761115489,1
Xererpes,1,n,0.639707058,0.016590912,0.025014181,0.69133583,0.263676436,2.994437894,1.226794857,2.043942029,0.066829088,1
Xiphister,1,n,0.609121951,0.014102509,0.04094769,0.826634146,0.452844568,2.005470195,0.825658821,1.078413633,0.164260974,1
Zaniolepis,1,n,0.440860215,0.054904021,0.068309703,0.720510753,0.435416504,1.895843666,1.286499373,2.988964535,2.20472923,1
Zaprora,1,n,0.513162661,0.040453144,0.068400739,0.683201902,0.512376238,0.450403797,1.359463367,2.196527,0.789634335,1
Gadidae_proximus.macrocephalus,1,n,0.621719723,0.051552837,0.107194907,0.741922097,0.498012057,3.142292472,1.232172163,2.892227059,0.585937958,1
Sebastes_melanops.flavidus,1,n,0.535307596,0.078918478,0.14850222,0.723806717,0.417123961,2.269312532,1.904410854,2.808110003,0.913594549,1.014121719
Sebastes_caurinus.maliger.auricuatus,1,n,0.473369732,0.086507101,0.149536456,0.794244156,0.422832684,2.14784596,1.592245563,2.552316171,1.351092029,1
Gobiidae_ios.lepidus.nicholsi,1,n,0.515389059,0.06048126,0.09741698,0.786047945,0.627027639,2.239503931,0.829861697,2.021667492,0.760053456,1
Embiotocidae,1,n,0.569866483,0.077746941,0.079580621,0.619564627,0.379294126,2.938175594,1.469987839,2.153003317,0.760973878,1.078363236
