PHYIDENT,REGION,SECTION,UNIT,SUBUNIT,ZONE,COMPONENT,BAR,BMU,BRE,CHB,CHB2,CHB3,CHB4,CHB5,CHB6,CHB7,DIA,FUC,GRA,HAL,HAL2,HAL3,HAL4,HAL5,HAL6,HAL7,MAC,MUS,NER,OYS,RED,RED2,RED3,RED4,RED5,RED6,RED7,SAL,SBR,SBR2,SBR3,SBR4,SBR5,SBR6,SBR7,SED,SUR,ULV,URC,VER,ZOS,FEAT_LEN,OBJECTID,SHAPE
07/04/0518/00,"7","4","518",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,N,,773.7753,71743,
07/04/0518/00,"7","4","518",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.7753,71744,
07/04/0512/00,"7","4","512",0,A,1,P,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,N,,234.8261,71730,
07/04/0512/00,"7","4","512",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.8261,71731,
07/04/0513/00,"7","4","513",0,A,1,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,N,,249.6246,71732,
07/04/0513/00,"7","4","513",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.6246,71733,
07/04/0514/00,"7","4","514",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.6761,71735,
07/04/0514/00,"7","4","514",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,N,P,161.6761,71734,
07/04/0515/00,"7","4","515",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.8821,71737,
07/04/0515/00,"7","4","515",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,C,,N,,415.8821,71736,
07/04/0516/00,"7","4","516",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0869,71739,
07/04/0516/00,"7","4","516",0,A,1,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,N,C,242.0869,71738,
07/04/0516/00,"7","4","516",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0869,71740,
07/04/0517/00,"7","4","517",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,C,,N,P,453.2924,71741,
07/04/0517/00,"7","4","517",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.2924,71742,
08/08/0873/00,"8","8","873",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,186.5636,116842,
08/08/0873/00,"8","8","873",0,B,3,,,,,,,,,,C,,,,,,,,,,,P,,P,,,,,,,,C,,,,,,,,,,P,,C,,,186.5636,116846,
08/08/0873/00,"8","8","873",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,186.5636,116834,
08/08/0873/00,"8","8","873",0,B,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.5636,116838,
08/08/0873/00,"8","8","873",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,443.6439,116833,
08/08/0873/00,"8","8","873",0,B,3,,,,,,,,,,C,,,,,,,,,,,P,,P,,,,,,,,C,,,,,,,,,,P,,C,,,443.6439,116845,
08/08/0873/00,"8","8","873",0,B,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.6439,116837,
08/08/0873/00,"8","8","873",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,443.6439,116841,
08/08/0873/00,"8","8","873",0,B,3,,,,,,,,,,C,,,,,,,,,,,P,,P,,,,,,,,C,,,,,,,,,,P,,C,,,1360.8339,116843,
08/08/0873/00,"8","8","873",0,B,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360.8339,116835,
08/08/0873/00,"8","8","873",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,1360.8339,116839,
08/08/0873/00,"8","8","873",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,1360.8339,116831,
08/08/0873/00,"8","8","873",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,195.2009,116832,
08/08/0873/00,"8","8","873",0,B,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.2009,116836,
08/08/0873/00,"8","8","873",0,B,3,,,,,,,,,,C,,,,,,,,,,,P,,P,,,,,,,,C,,,,,,,,,,P,,C,,,195.2009,116844,
08/08/0873/00,"8","8","873",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,195.2009,116840,
08/08/0872/00,"8","8","872",0,B,3,,,,,,,,,,C,,,,,,,,,,,,,P,,,,,,,,C,,,,,,,,,,P,,P,,,162.5612,116830,
08/08/0872/00,"8","8","872",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,162.5612,116826,
08/08/0872/00,"8","8","872",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,162.5612,116818,
08/08/0872/00,"8","8","872",0,B,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.5612,116822,
08/08/0872/00,"8","8","872",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,173.7115,116817,
08/08/0872/00,"8","8","872",0,B,3,,,,,,,,,,C,,,,,,,,,,,,,P,,,,,,,,C,,,,,,,,,,P,,P,,,173.7115,116829,
08/08/0872/00,"8","8","872",0,B,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.7115,116821,
08/08/0872/00,"8","8","872",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,173.7115,116825,
08/08/0872/00,"8","8","872",0,B,3,,,,,,,,,,C,,,,,,,,,,,,,P,,,,,,,,C,,,,,,,,,,P,,P,,,1116.6348,116827,
08/08/0872/00,"8","8","872",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,1116.6348,116815,
08/08/0874/00,"8","8","874",0,B,2,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,P,P,,,,636.9679,116855,
08/08/0874/00,"8","8","874",0,B,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.9679,116852,
08/08/0874/00,"8","8","874",0,B,3,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,C,,,636.9679,116858,
08/08/0874/00,"8","8","874",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,636.9679,116849,
08/08/0872/00,"8","8","872",0,B,3,,,,,,,,,,C,,,,,,,,,,,,,P,,,,,,,,C,,,,,,,,,,P,,P,,,624.3636,116828,
08/08/0872/00,"8","8","872",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,624.3636,116816,
08/08/0872/00,"8","8","872",0,B,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.3636,116820,
08/08/0872/00,"8","8","872",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,624.3636,116824,
08/08/0872/00,"8","8","872",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,1116.6348,116823,
08/08/0872/00,"8","8","872",0,B,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1116.6348,116819,
08/08/0874/00,"8","8","874",0,B,2,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,P,P,,,,1001.1923,116853,
08/08/0874/00,"8","8","874",0,B,3,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,C,,,1001.1923,116856,
08/08/0874/00,"8","8","874",0,B,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.1923,116850,
08/08/0874/00,"8","8","874",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,1001.1923,116847,
08/08/0871/00,"8","8","871",0,B,3,,,,,,,,,,C,,,,,,,,,,,,,P,,,,,,,,P,,,,,,,,,,P,,,,,436.6599,116814,
08/08/0871/00,"8","8","871",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,436.6599,116811,
08/08/0871/00,"8","8","871",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.6599,116812,
08/08/0871/00,"8","8","871",0,B,2,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,436.6599,116813,
08/08/0874/00,"8","8","874",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,318.5493,116848,
08/08/0874/00,"8","8","874",0,B,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.5493,116851,
08/08/0874/00,"8","8","874",0,B,3,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,C,,,318.5493,116857,
08/08/0874/00,"8","8","874",0,B,2,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,P,P,,,,318.5493,116854,
08/08/0870/00,"8","8","870",0,B,3,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,641.9641,116810,
08/08/0870/00,"8","8","870",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,641.9641,116807,
08/08/0870/00,"8","8","870",0,B,1,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.9641,116808,
08/08/0870/00,"8","8","870",0,B,2,,,,,,,,,,C,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,P,,,,,641.9641,116809,
08/08/0875/00,"8","8","875",0,B,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.5908,116860,
08/08/0875/00,"8","8","875",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,566.5908,116859,
08/08/0875/00,"8","8","875",0,B,2,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,P,P,,,,566.5908,116861,
08/08/0875/00,"8","8","875",0,B,3,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,C,,,566.5908,116862,
08/08/0906/00,"8","8","906",0,B,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.6251,117184,
08/08/0906/00,"8","8","906",0,B,3,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,P,,,481.6251,117186,
08/08/0901/00,"8","8","901",0,B,3,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,,,,,,,P,,,,,,P,136.7056,117146,
08/08/0901/00,"8","8","901",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,136.7056,117137,
08/08/0901/00,"8","8","901",0,B,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.7056,117128,
08/08/0901/00,"8","8","901",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,136.7056,117119,
08/08/0901/00,"8","8","901",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,135.0111,117118,
08/08/0901/00,"8","8","901",0,B,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0111,117127,
08/08/0901/00,"8","8","901",0,B,3,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,,,,,,,P,,,,,,P,135.0111,117145,
08/08/0901/00,"8","8","901",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,135.0111,117136,
08/08/0901/00,"8","8","901",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,125.2606,117117,
08/08/0901/00,"8","8","901",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,125.2606,117135,
08/08/0868/00,"8","8","868",0,B,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.3405,116762,
08/08/0868/00,"8","8","868",0,B,2,,,,,,,,,,P,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,P,,,,,201.3405,116771,
08/08/0868/00,"8","8","868",0,B,3,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,201.3405,116780,
08/08/0868/00,"8","8","868",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,201.3405,116753,
08/08/0868/00,"8","8","868",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,324.6901,116752,
08/08/0868/00,"8","8","868",0,B,3,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,324.6901,116779,
08/08/0868/00,"8","8","868",0,B,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.6901,116761,
08/08/0868/00,"8","8","868",0,B,2,,,,,,,,,,P,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,P,,,,,324.6901,116770,
08/08/0868/00,"8","8","868",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,287.1443,116751,
08/08/0868/00,"8","8","868",0,B,2,,,,,,,,,,P,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,P,,,,,287.1443,116769,
08/08/0868/00,"8","8","868",0,B,3,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,287.1443,116778,
08/08/0868/00,"8","8","868",0,B,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.1443,116760,
08/08/0901/00,"8","8","901",0,B,3,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,,,,,,,P,,,,,,P,125.2606,117144,
08/08/0901/00,"8","8","901",0,B,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.2606,117126,
08/08/0869/00,"8","8","869",0,B,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.5604,116794,
08/08/0869/00,"8","8","869",0,B,2,,,,,,,,,,P,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,P,,,,,175.5604,116800,
08/08/0869/00,"8","8","869",0,B,3,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,P,175.5604,116806,
08/08/0869/00,"8","8","869",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,175.5604,116788,
08/08/0901/00,"8","8","901",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,1305.9416,117111,
08/08/0901/00,"8","8","901",0,B,3,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,,,,,,,P,,,,,,P,1305.9416,117138,
08/08/0901/00,"8","8","901",0,B,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305.9416,117120,
08/08/0901/00,"8","8","901",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,1305.9416,117129,
08/08/0869/00,"8","8","869",0,B,3,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,P,140.4838,116805,
08/08/0869/00,"8","8","869",0,B,2,,,,,,,,,,P,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,P,,,,,140.4838,116799,
08/08/0869/00,"8","8","869",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,140.4838,116787,
08/08/0869/00,"8","8","869",0,B,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.4838,116793,
08/08/0901/00,"8","8","901",0,B,3,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,,,,,,,P,,,,,,P,217.3194,117143,
08/08/0901/00,"8","8","901",0,B,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.3194,117125,
08/08/0901/00,"8","8","901",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,217.3194,117134,
08/08/0901/00,"8","8","901",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,217.3194,117116,
08/08/0901/00,"8","8","901",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,275.8907,117133,
08/08/0901/00,"8","8","901",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,275.8907,117115,
08/08/0901/00,"8","8","901",0,B,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.8907,117124,
08/08/0901/00,"8","8","901",0,B,3,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,,,,,,,P,,,,,,P,275.8907,117142,
08/08/0869/00,"8","8","869",0,B,3,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,P,167.7814,116804,
08/08/0869/00,"8","8","869",0,B,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.7814,116792,
08/08/0869/00,"8","8","869",0,B,2,,,,,,,,,,P,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,P,,,,,167.7814,116798,
08/08/0869/00,"8","8","869",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,167.7814,116786,
08/08/0869/00,"8","8","869",0,B,2,,,,,,,,,,P,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,P,,,,,129.2002,116797,
08/08/0869/00,"8","8","869",0,B,3,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,P,129.2002,116803,
08/08/0869/00,"8","8","869",0,B,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.2002,116791,
08/08/0869/00,"8","8","869",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,129.2002,116785,
08/08/0901/00,"8","8","901",0,B,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.1828,117123,
08/08/0901/00,"8","8","901",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,227.1828,117114,
08/08/0901/00,"8","8","901",0,B,3,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,,,,,,,P,,,,,,P,227.1828,117141,
08/08/0901/00,"8","8","901",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,227.1828,117132,
08/08/0869/00,"8","8","869",0,B,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.0920,116790,
08/08/0869/00,"8","8","869",0,B,3,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,P,218.0920,116802,
08/08/0869/00,"8","8","869",0,B,2,,,,,,,,,,P,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,P,,,,,218.0920,116796,
08/08/0869/00,"8","8","869",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,218.0920,116784,
08/08/0869/00,"8","8","869",0,B,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.8137,116789,
08/08/0869/00,"8","8","869",0,B,2,,,,,,,,,,P,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,P,,,,,721.8137,116795,
08/08/0869/00,"8","8","869",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,721.8137,116783,
08/08/0869/00,"8","8","869",0,B,3,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,P,721.8137,116801,
08/08/0876/00,"8","8","876",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,655.1864,116867,
08/08/0876/00,"8","8","876",0,B,3,,,,,,,,,,C,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,P,,C,,,655.1864,116869,
08/08/0876/00,"8","8","876",0,B,1,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.1864,116865,
08/08/0876/00,"8","8","876",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,655.1864,116863,
08/08/0868/00,"8","8","868",0,B,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.0305,116759,
08/08/0868/00,"8","8","868",0,B,3,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,233.0305,116777,
08/08/0868/00,"8","8","868",0,B,2,,,,,,,,,,P,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,P,,,,,233.0305,116768,
08/08/0868/00,"8","8","868",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,233.0305,116750,
08/08/0876/00,"8","8","876",0,B,3,,,,,,,,,,C,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,P,,C,,,156.1036,116870,
08/08/0876/00,"8","8","876",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,156.1036,116864,
08/08/0876/00,"8","8","876",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,156.1036,116868,
08/08/0876/00,"8","8","876",0,B,1,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.1036,116866,
08/08/0868/00,"8","8","868",0,B,2,,,,,,,,,,P,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,P,,,,,188.2209,116772,
08/08/0868/00,"8","8","868",0,B,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.2209,116763,
08/08/0868/00,"8","8","868",0,B,3,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,188.2209,116781,
08/08/0868/00,"8","8","868",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,188.2209,116754,
08/08/0901/00,"8","8","901",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,160.5499,117113,
08/08/0901/00,"8","8","901",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,160.5499,117131,
08/08/0901/00,"8","8","901",0,B,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.5499,117122,
08/08/0901/00,"8","8","901",0,B,3,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,,,,,,,P,,,,,,P,160.5499,117140,
08/08/0900/00,"8","8","900",0,B,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,636.2712,117092,
08/08/0900/00,"8","8","900",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,636.2712,117084,
08/08/0900/00,"8","8","900",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,636.2712,117100,
08/08/0900/00,"8","8","900",0,B,3,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,,,,,,,P,,,,,,P,636.2712,117108,
08/08/0900/00,"8","8","900",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,218.5230,117086,
08/08/0900/00,"8","8","900",0,B,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,218.5230,117094,
07/04/0504/00,"7","4","504",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333.0768,71715,
07/04/0504/00,"7","4","504",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,N,P,1333.0768,71714,
07/04/0505/00,"7","4","505",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.9623,71717,
07/04/0505/00,"7","4","505",0,A,1,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,N,,197.9623,71716,
07/04/0507/00,"7","4","507",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.0014,71721,
07/04/0507/00,"7","4","507",0,A,1,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,N,,218.0014,71720,
07/04/0506/00,"7","4","506",0,A,1,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,N,,113.7552,71718,
07/04/0506/00,"7","4","506",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.7552,71719,
07/04/0508/00,"7","4","508",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.7069,71723,
07/04/0508/00,"7","4","508",0,A,1,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,398.7069,71722,
07/04/0510/00,"7","4","510",0,A,1,P,P,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,N,,695.3648,71726,
07/04/0510/00,"7","4","510",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.3648,71727,
