PHYIDENT,REGION,SECTION,UNIT,SUBUNIT,ZONE,COMPONENT,BAR,BMU,BRE,CHB,CHB2,CHB3,CHB4,CHB5,CHB6,CHB7,DIA,FUC,GRA,HAL,HAL2,HAL3,HAL4,HAL5,HAL6,HAL7,MAC,MUS,NER,OYS,RED,RED2,RED3,RED4,RED5,RED6,RED7,SAL,SBR,SBR2,SBR3,SBR4,SBR5,SBR6,SBR7,SED,SUR,ULV,URC,VER,ZOS,FEAT_LEN,OBJECTID,SHAPE
06/01/2085/00,"6","1","2085",0,A,1,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,C,,,,,,,,P,,,,,,P,P,N,,187.6308,49322,
06/01/2084/00,"6","1","2084",0,A,1,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,C,,,,,,,,P,,,,,,P,C,N,,161.3392,49321,
06/01/2078/00,"6","1","2078",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,,P,N,,192.1990,49311,
06/01/2079/00,"6","1","2079",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,P,,,,,C,,,,,,,,,,,,,,P,P,N,,28.0165,49316,
06/01/2079/00,"6","1","2079",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,P,,,,,C,,,,,,,,,,,,,,P,P,N,,208.8340,49315,
06/01/2079/00,"6","1","2079",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,P,,,,,C,,,,,,,,,,,,,,P,P,N,,120.6934,49313,
06/01/2079/00,"6","1","2079",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,P,,,,,C,,,,,,,,,,,,,,P,P,N,,46.8699,49314,
06/01/2079/00,"6","1","2079",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,P,,,,,C,,,,,,,,,,,,,,P,P,N,,73.7865,49312,
06/01/2054/00,"6","1","2054",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,,,M,,27.9606,49268,
06/01/2054/00,"6","1","2054",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,,,M,,38.3268,49267,
06/01/2054/00,"6","1","2054",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,,,M,,77.0053,49266,
06/01/2054/00,"6","1","2054",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,,,M,,47.2438,49265,
06/01/2054/00,"6","1","2054",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,,,M,,254.0358,49263,
06/01/0207/00,"6","1","207",0,A,1,C,,,,,,P,,,,,P,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,C,P,,M,,163.5283,47105,
06/01/0203/00,"6","1","203",0,A,1,,,,,,,C,,,,,P,,,,,,,,,,,C,,,,,P,,,,,,,,,,,,,,P,P,N,,295.3552,47097,
06/01/0204/00,"6","1","204",0,A,1,P,,,,,,C,,,,,P,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,,,C,N,,67.7776,47099,
06/01/0205/00,"6","1","205",0,A,1,P,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,N,,458.7334,47101,
06/01/0208/00,"6","1","208",0,A,1,,,,,,,C,,,,,,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,,P,C,N,,231.7378,47106,
06/01/0209/00,"6","1","209",0,A,1,C,,,,,,C,,,,,P,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,C,,P,M,,642.0143,47107,
06/01/0210/00,"6","1","210",0,A,1,,,,,,,C,,,,,,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,,P,P,N,,290.0385,47108,
06/01/0215/00,"6","1","215",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,N,,1362.7073,47119,
06/01/0211/00,"6","1","211",0,A,1,C,,,,,,P,,,,,P,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,C,,C,M,,338.2814,47109,
06/01/0215/00,"6","1","215",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,N,,68.8660,47120,
06/01/0215/00,"6","1","215",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,N,,155.3069,47122,
06/01/0212/00,"6","1","212",0,A,1,C,,,,,,C,,,,,P,,,,,,,,,,,C,,,,,P,,,,,,,,,,,,,C,,C,W,,997.1618,47110,
06/01/0213/00,"6","1","213",0,A,1,C,,,,,,P,,,,,P,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,C,P,C,M,,29.0135,47112,
06/01/0213/00,"6","1","213",0,A,1,C,,,,,,P,,,,,P,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,C,P,C,M,,30.3960,47115,
06/01/0213/00,"6","1","213",0,A,1,C,,,,,,P,,,,,P,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,C,P,C,M,,27.1592,47114,
06/01/0240/00,"6","1","240",0,A,1,C,,,,,,P,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,P,C,N,,704.9769,47153,
06/01/0241/00,"6","1","241",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,N,C,523.9961,47154,
06/01/0242/00,"6","1","242",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,,C,N,,159.3772,47155,
06/01/0243/00,"6","1","243",0,A,1,C,,,,,,,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,P,P,N,,208.9464,47157,
06/01/0243/00,"6","1","243",0,A,1,C,,,,,,,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,P,P,N,,65.1765,47158,
06/01/0244/00,"6","1","244",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,C,P,N,,92.8522,47159,
06/01/0243/00,"6","1","243",0,A,1,C,,,,,,,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,P,P,N,,156.9492,47156,
06/01/0245/00,"6","1","245",0,A,1,C,,,,,,,,,,,C,,,,,,,,,,,P,,,,,C,,,,,,,,,,,,,,P,C,N,,175.0091,47160,
06/01/2077/00,"6","1","2077",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,,P,N,,456.8162,49310,
06/01/0246/00,"6","1","246",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,C,P,N,,288.1152,47161,
06/01/2080/00,"6","1","2080",0,A,1,C,,,,,,,,,,,P,,,,,,,,,,,P,,,,,C,,,,,,,,,,,,,,P,P,N,,1130.1368,49317,
06/01/2053/00,"6","1","2053",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,P,,,,,P,,,,,,,,P,,,,,,P,,M,,593.2535,49255,
06/01/2097/00,"6","1","2097",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,P,,,,,C,,,,,,,,P,,,,,,P,P,M,,532.2876,49339,
06/01/2097/00,"6","1","2097",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,P,,,,,C,,,,,,,,P,,,,,,P,P,M,,541.4211,49338,
06/01/2050/00,"6","1","2050",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,C,,,,,,,,P,,,,,,C,,N,,82.6460,49247,
06/01/2050/00,"6","1","2050",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,C,,,,,,,,P,,,,,,C,,N,,85.2836,49241,
06/01/2050/00,"6","1","2050",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,C,,,,,,,,P,,,,,,C,,N,,65.9200,49238,
06/01/2050/00,"6","1","2050",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,C,,,,,,,,P,,,,,,C,,N,,44.5872,49237,
06/01/2081/00,"6","1","2081",0,A,1,C,,,,,,,,,,,C,,,,,,,,,,,P,,,,,C,,,,,,,,,,,,,,P,P,N,,29.1155,49318,
06/01/0192/00,"6","1","192",0,A,1,C,,,,,,C,,,,,P,,,,,,,,,,,C,,,,,P,,,,,,,,,,,,,P,,P,M,,471.1310,47084,
06/01/0192/00,"6","1","192",0,A,1,C,,,,,,C,,,,,P,,,,,,,,,,,C,,,,,P,,,,,,,,,,,,,P,,P,M,,31.6623,47085,
06/01/0192/00,"6","1","192",0,A,1,C,,,,,,C,,,,,P,,,,,,,,,,,C,,,,,P,,,,,,,,,,,,,P,,P,M,,31.2740,47086,
06/01/0194/00,"6","1","194",0,A,1,C,,,,,,P,,,,,P,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,C,,C,W,,377.1747,47088,
06/01/0193/00,"6","1","193",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,294.8020,47087,
06/01/0195/00,"6","1","195",0,A,1,C,,,,,,P,,,,,P,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,P,,P,M,,234.1578,47089,
06/01/0196/00,"6","1","196",0,A,1,P,,,,,,C,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,P,,M,,546.8080,47090,
06/01/0197/00,"6","1","197",0,A,1,C,,,,,,C,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,,,N,,365.4721,47091,
06/01/0198/00,"6","1","198",0,A,1,C,,,,,,P,,,,,P,,,,,,,,,,,P,,,,,C,,,,,,,,,,,,,P,,C,N,,163.9625,47092,
06/01/0199/00,"6","1","199",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,N,,626.6339,47093,
06/01/0200/00,"6","1","200",0,A,1,C,,,,,,C,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,C,N,,455.0044,47094,
06/01/0201/00,"6","1","201",0,A,1,C,,,,,,C,,,,,,,,,,,,,,,,C,,,,,P,,,,,,,,,,,,,,,P,N,,338.6277,47095,
06/01/0204/00,"6","1","204",0,A,1,P,,,,,,C,,,,,P,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,,,C,N,,84.6614,47098,
06/01/0204/00,"6","1","204",0,A,1,P,,,,,,C,,,,,P,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,,,C,N,,37.5728,47100,
06/01/0206/00,"6","1","206",0,A,1,P,,,,,,P,,,,,P,,,,,,,,,,,P,,,,,C,,,,,,,,,,,,,P,P,C,N,,27.5794,47103,
06/01/0202/00,"6","1","202",0,A,1,,,,,,,C,,,,,,,,,,,,,,,,C,,,,,P,,,,,,,,,,,,,,P,P,N,,223.0406,47096,
06/01/0206/00,"6","1","206",0,A,1,P,,,,,,P,,,,,P,,,,,,,,,,,P,,,,,C,,,,,,,,,,,,,P,P,C,N,,34.0517,47104,
06/01/0206/00,"6","1","206",0,A,1,P,,,,,,P,,,,,P,,,,,,,,,,,P,,,,,C,,,,,,,,,,,,,P,P,C,N,,904.1306,47102,
06/03/0128/00,"6","3","128",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,P,,N,,3331.6322,52323,
06/03/0129/00,"6","3","129",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,P,,N,,197.1408,52340,
06/03/0611/00,"6","3","611",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,587.3811,52988,
06/03/0610/00,"6","3","610",0,A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,348.9147,52987,
06/03/0609/00,"6","3","609",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,P,,,,538.6774,52986,
06/03/0608/00,"6","3","608",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,P,,,,,P,,,,,,,,P,,,,,,P,,,,1416.9954,52985,
06/03/0607/00,"6","3","607",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,P,,,,,P,,,,,,,,P,,,,,,P,,,,2261.4560,52984,
06/01/2402/00,"6","1","2402",0,A,1,P,,,,,,C,,,,,P,,,,,,,,,,,P,,,,,C,,,,,,,,,,,,,,P,P,M,,436.5615,49714,
06/01/2402/00,"6","1","2402",0,A,1,P,,,,,,C,,,,,P,,,,,,,,,,,P,,,,,C,,,,,,,,,,,,,,P,P,M,,198.3513,49713,
06/01/2401/00,"6","1","2401",0,A,1,P,,,,,,C,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,P,,M,,815.7175,49712,
06/01/2403/00,"6","1","2403",0,A,1,P,,,,,,C,,,,,P,,,,,,,,,,,P,,,,,C,,,,,,,,,,,,,,P,P,M,,304.4329,49715,
06/01/2404/00,"6","1","2404",0,A,1,P,,,,,,C,,,,,P,,,,,,,,,,,P,,,,,C,,,,,,,,,,,,,,P,P,M,,41.5726,49717,
06/01/2404/00,"6","1","2404",0,A,1,P,,,,,,C,,,,,P,,,,,,,,,,,P,,,,,C,,,,,,,,,,,,,,P,P,M,,271.8315,49716,
06/01/2408/00,"6","1","2408",0,A,1,P,,,,,,C,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,P,,N,,298.9041,49725,
06/01/2406/00,"6","1","2406",0,A,1,P,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,,P,,N,,31.5820,49720,
06/01/2408/00,"6","1","2408",0,A,1,P,,,,,,C,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,P,,N,,196.5197,49723,
06/01/2406/00,"6","1","2406",0,A,1,P,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,,P,,N,,183.6038,49719,
06/01/2408/00,"6","1","2408",0,A,1,P,,,,,,C,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,P,,N,,46.9618,49726,
06/03/0140/00,"6","3","140",0,A,1,P,,,,,,,,,,,P,,,,,,,,,C,,,,,,,P,,,,,,,,,,,,,,P,,N,,817.1149,52354,
06/03/0139/00,"6","3","139",0,A,1,P,,,,,,,,,,,P,,,,,,,,,C,,,,,,,P,,,,,,,,,,,,,,P,,N,,575.5080,52352,
06/03/0139/00,"6","3","139",0,A,1,P,,,,,,,,,,,P,,,,,,,,,C,,,,,,,P,,,,,,,,,,,,,,P,,N,,1216.3993,52353,
06/03/0138/00,"6","3","138",0,A,1,C,,,,,,,,,,,P,,,,,,,,,C,,,,,,,P,,,,,,,,,,,,,,P,,N,,1540.0531,52351,
06/03/0137/00,"6","3","137",0,A,1,,,,,,,,,,,,P,,,,,,,,,C,,,,,,,P,,,,,,,,,,,,,,C,,N,,621.3369,52350,
06/03/0136/00,"6","3","136",0,A,1,P,,,,,,,,,,,P,,,,,,,,,C,,,,,,,P,,,,,,,,,,,,,,P,,N,,642.5856,52349,
06/03/0135/00,"6","3","135",0,A,1,P,,,,,,,,,,,P,,,,,,,,,C,,P,,,,,P,,,,,,,,P,,,,,,P,,N,,1618.8257,52348,
06/03/0134/00,"6","3","134",0,A,1,C,,,,,,,,,,,P,,,,,,,,,P,,P,,,,,P,,,,,,,,P,,,,,,P,,N,,590.6694,52347,
06/03/0133/00,"6","3","133",0,A,1,C,,,,,,,,,,,P,,,,,,,,,P,,P,,,,,P,,,,,,,,P,,,,,,P,,N,,2955.6247,52346,
06/03/0132/00,"6","3","132",0,A,1,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,P,,,,,,,,P,,,,,,P,,N,,281.9565,52345,
06/03/0131/00,"6","3","131",0,A,1,,,,,,,,,,,,C,,,,,,,,,,,P,,,,,C,,,,,,,,P,,,,,,C,,N,,266.0870,52344,
06/03/0130/00,"6","3","130",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,C,,,,,C,,,,C,,,,P,,,,,,C,,N,,325.4331,52343,
06/03/0129/00,"6","3","129",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,P,,N,,604.1166,52337,
06/03/0128/00,"6","3","128",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,P,,N,,358.5426,52326,
06/03/0128/00,"6","3","128",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,P,,N,,182.0506,52324,
06/03/0129/00,"6","3","129",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,P,,N,,60.8827,52338,
06/03/0129/00,"6","3","129",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,P,,N,,84.3709,52339,
06/03/0128/00,"6","3","128",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,P,,N,,283.0734,52325,
06/03/0198/00,"6","3","198",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,P,,N,,321.5814,52430,
06/03/0192/00,"6","3","192",0,A,1,C,,,,,,,,,,,C,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,,,,W,,32.8943,52421,
06/03/0197/00,"6","3","197",0,A,1,C,,,,,,,,,,,P,,,,,,,,,C,,,,,,,P,,,,,,,,,,,,,,P,,M,,342.5499,52429,
06/03/0208/00,"6","3","208",0,A,1,C,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,M,,713.0575,52443,
06/03/0197/00,"6","3","197",0,A,1,C,,,,,,,,,,,P,,,,,,,,,C,,,,,,,P,,,,,,,,,,,,,,P,,M,,28.3879,52428,
06/03/0197/00,"6","3","197",0,A,1,C,,,,,,,,,,,P,,,,,,,,,C,,,,,,,P,,,,,,,,,,,,,,P,,M,,374.5518,52427,
06/03/0208/00,"6","3","208",0,A,1,C,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,M,,272.8069,52444,
06/03/0196/00,"6","3","196",0,A,1,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,N,,287.1166,52426,
06/03/0193/00,"6","3","193",0,A,1,C,,,,,,,,,,,C,,,,,,,,,C,,C,,,,,P,,,,,,,,,,,,,,P,,W,,234.3691,52423,
06/03/0195/00,"6","3","195",0,A,1,C,,,,,,,,,,,C,,,,,,,,,P,,P,,,,,P,,,,,,,,,,,,,,P,,W,,212.5859,52425,
06/03/0194/00,"6","3","194",0,A,1,C,,,,,,,,,,,C,,,,,,,,,P,,P,,,,,P,,,,,,,,,,,,,,P,,W,,367.3575,52424,
06/01/2400/00,"6","1","2400",0,A,1,P,,,,,,P,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,C,,M,,381.7776,49711,
06/01/2399/00,"6","1","2399",0,A,1,P,,,,,,P,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,C,,M,,314.4754,49710,
06/01/2398/00,"6","1","2398",0,A,1,P,,,,,,P,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,C,,M,,171.4273,49709,
06/01/2397/00,"6","1","2397",0,A,1,C,,,,,,P,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,C,,M,,351.3790,49708,
05/04/2582/00,"5","4","2582",0,A,1,C,,,,,,C,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,P,,M,,33.3482,44160,
05/04/2582/00,"5","4","2582",0,A,1,C,,,,,,C,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,P,,M,,309.9445,44159,
05/04/2583/00,"5","4","2583",0,A,1,C,,,,,,C,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,P,P,M,,147.0065,44161,
05/04/2584/00,"5","4","2584",0,A,1,C,,,,,,C,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,P,P,M,,216.6010,44162,
05/04/2581/00,"5","4","2581",0,A,1,C,,,,,,C,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,P,,M,,659.7647,44158,
05/04/2585/00,"5","4","2585",0,A,1,C,,,,,,P,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,C,P,M,,46.9495,44166,
05/04/2585/00,"5","4","2585",0,A,1,C,,,,,,P,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,C,P,M,,115.0090,44165,
05/04/2585/00,"5","4","2585",0,A,1,C,,,,,,P,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,C,P,M,,78.4083,44163,
05/04/2585/00,"5","4","2585",0,A,1,C,,,,,,P,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,C,P,M,,100.8807,44167,
05/04/2585/00,"5","4","2585",0,A,1,C,,,,,,P,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,C,P,M,,47.6335,44164,
05/04/2586/00,"5","4","2586",0,A,1,P,,,,,,P,,,,,P,,,,,,,,,,,C,,,,,P,,,,,,,,,,,,,,C,,N,,113.0671,44168,
05/04/2587/00,"5","4","2587",0,A,1,P,,,,,,P,,,,,C,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,C,,N,,135.0205,44169,
05/04/2580/00,"5","4","2580",0,A,1,C,,,,,,P,,,,,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,P,,M,,84.2678,44157,
05/04/2580/00,"5","4","2580",0,A,1,C,,,,,,P,,,,,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,P,,M,,38.7319,44156,
05/04/2580/00,"5","4","2580",0,A,1,C,,,,,,P,,,,,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,P,,M,,71.7666,44155,
06/03/0173/00,"6","3","173",0,A,1,C,,,,,,,,,,,P,,,,,,,,,P,,P,,,,,P,,,,,,,,,,,,,,,,M,,623.9867,52396,
06/03/0183/00,"6","3","183",0,A,1,P,,,,,,,,,,,P,,,,,,,,,P,,,,,,,P,,,,,,,,,,,,,,P,,N,,140.6091,52407,
06/03/0182/00,"6","3","182",0,A,1,C,,,,,,,,,,,P,,,,,,,,,,,P,,,,,C,,,,,,,,,,,,,,P,,M,,789.8874,52406,
06/03/0172/00,"6","3","172",0,A,1,C,,,,,,,,,,,P,,,,,,,,,P,,P,,,,,P,,,,,,,,,,,,,C,P,,M,,296.3682,52395,
06/03/0172/00,"6","3","172",0,A,1,C,,,,,,,,,,,P,,,,,,,,,P,,P,,,,,P,,,,,,,,,,,,,C,P,,M,,377.3032,52394,
05/04/2845/00,"5","4","2845",0,A,1,C,,,,,,C,,,,,P,,,,,,,,,,,P,,,,,C,,,,,,,,P,,,,,,,,M,,320.6664,44514,
05/04/2845/00,"5","4","2845",0,A,1,C,,,,,,C,,,,,P,,,,,,,,,,,P,,,,,C,,,,,,,,P,,,,,,,,M,,527.4328,44513,
05/04/2844/00,"5","4","2844",0,A,1,C,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,C,,N,,144.4775,44509,
05/04/2844/00,"5","4","2844",0,A,1,C,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,C,,N,,32.1796,44511,
05/04/2844/00,"5","4","2844",0,A,1,C,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,C,,N,,38.9210,44512,
05/04/2844/00,"5","4","2844",0,A,1,C,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,C,,N,,141.4591,44510,
05/04/2843/00,"5","4","2843",0,A,1,C,,,,,,P,,,,,P,,,,,,,,,,,P,,,,,P,,,,,,,,P,,,,,,P,,N,,143.5271,44508,
05/04/2835/00,"5","4","2835",0,A,1,C,,,,,,C,,,,,P,,,,,,,,,,,P,,,,,C,,,,,,,,,,,,,,C,,N,,388.7795,44494,
05/04/2842/00,"5","4","2842",0,A,1,C,,,,,,,,,,,P,,,,,,,,,,,P,,,,,P,,,,,,,,P,,,,,,P,,N,,177.9070,44507,
05/04/2836/00,"5","4","2836",0,A,1,C,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,,,,,,,P,,,,,,,,N,,199.6115,44495,
05/04/2847/00,"5","4","2847",0,A,1,C,,,,,,C,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,P,,,,,,,,M,,141.5200,44532,
05/04/2847/00,"5","4","2847",0,A,1,C,,,,,,C,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,P,,,,,,,,M,,58.3174,44533,
05/04/2841/00,"5","4","2841",0,A,1,C,,,,,,,,,,,P,,,,,,,,,,,P,,,,,P,,,,,,,,P,,,,,,,,N,,35.6118,44503,
05/04/2841/00,"5","4","2841",0,A,1,C,,,,,,,,,,,P,,,,,,,,,,,P,,,,,P,,,,,,,,P,,,,,,,,N,,200.4014,44506,
06/03/0188/00,"6","3","188",0,A,1,C,,,,,,,,,,,C,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,P,,M,,187.2616,52417,
06/03/0188/00,"6","3","188",0,A,1,C,,,,,,,,,,,C,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,P,,M,,320.3719,52416,
06/03/0189/00,"6","3","189",0,A,1,C,,,,,,,,,,,P,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,P,,M,,185.5693,52418,
06/03/0204/00,"6","3","204",0,A,1,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,N,,323.7962,52436,
06/03/0205/00,"6","3","205",0,A,1,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,N,,29.9183,52438,
06/03/0205/00,"6","3","205",0,A,1,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,N,,269.2167,52437,
06/03/0206/00,"6","3","206",0,A,1,C,,,,,,,,,,,P,,,,,,,,,P,,P,,,,,P,,,,,,,,,,,,,,P,,M,,352.5426,52439,
06/03/0206/00,"6","3","206",0,A,1,C,,,,,,,,,,,P,,,,,,,,,P,,P,,,,,P,,,,,,,,,,,,,,P,,M,,142.4685,52441,
06/03/0206/00,"6","3","206",0,A,1,C,,,,,,,,,,,P,,,,,,,,,P,,P,,,,,P,,,,,,,,,,,,,,P,,M,,31.1856,52440,
06/03/0207/00,"6","3","207",0,A,1,C,,,,,,,,,,,P,,,,,,,,,P,,P,,,,,P,,,,,,,,,,,,,,P,,W,,353.2524,52442,
05/04/2542/00,"5","4","2542",0,A,1,P,,,,,,C,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,C,,M,,128.6429,44089,
05/04/2542/00,"5","4","2542",0,A,1,P,,,,,,C,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,C,,M,,47.6104,44092,
05/04/2542/00,"5","4","2542",0,A,1,P,,,,,,C,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,C,,M,,46.2878,44091,
05/04/2543/00,"5","4","2543",0,A,1,C,,,,,,C,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,C,P,M,,226.5439,44093,
05/04/2542/00,"5","4","2542",0,A,1,P,,,,,,C,,,,,P,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,C,,M,,42.8125,44090,
